,average_stars,elite,name,review_count,useful,user_id,yelping_since
20977,4.59,None,Hubert,47,27,YKB-4SWU5NgUuIHO-2yyXw,2017-01-21
21427,3.8,None,Ayumi,49,4,5YXcnjNQ1PsJK0GznDBH9Q,2012-02-13
22226,3.67,None,Naomi,3,1,-91U7D4PhRAPGpD3kGJJaQ,2014-06-08
22360,3.33,None,Diane,3,0,uHp54r1vc1jPVHm3tgjBhA,2017-01-26
22423,3.83,None,Sanhee,6,1,TLBSwonZ_3axL-2Is1ECbw,2015-10-17
22941,4.0,None,Jenny,5,0,ipLCDYTvl6qfHZM2hHjU6Q,2015-04-16
23105,5.0,None,Anna,1,0,quKgnkrh3uNGDbxwBRH7aA,2017-12-10
23123,4.5,None,Peter,2,1,ZM3PN9-aMFZ3SBNFXY_f4w,2017-02-25
23228,3.8,None,Danica,5,1,h_UD68ziw1mKakW9EB_1XQ,2017-11-26
24224,2.9699999999999998,None,Choc,60,87,TwMSmTQjxVWJSJnErBIXlg,2010-10-24
24659,3.75,None,Michael,4,2,vGJldXLwuEjKBsBsWW9IrQ,2016-11-21
24886,1.0,None,Edith,2,2,0Xk_kPsJL4uuDb7fTPse1w,2017-03-16
25421,5.0,"2017, 2018",Rachel,46,11,veTijdYPfpdoKPs_N3R54w,2014-01-20
25476,3.49,"2018, 2017",Whitney,64,22,088ICGWrFMiVAzD5vS0cRQ,2016-02-15
25568,3.87,None,Mrs.,38,0,OWjcc1CL39J-ICexjyOYOw,2015-10-20
26240,2.67,None,Adam,14,5,h2ta9xZupB07VWbGsQRaUg,2014-05-07
26759,4.75,None,Munima,4,1,T2LBZYhC3EU86h8ASAQZnw,2017-01-06
27147,3.07,None,David,26,12,DKQzzuYXzO4vtICsLZz6WQ,2012-02-05
27524,5.0,None,Evangeline,1,0,5KjGhA3lbDG0RydpUXpDAQ,2017-06-10
27541,3.71,"2018, 2016, 2017",Janice,92,30,BP4ZKnXMDkBZ5Z1tBfGHQg,2013-04-21
27946,3.66,"2011, 2017, 2018, 2016, 2013, 2012, 2010",Danielle,346,70,3uWCWMWcrn8YSH_qBvlr6w,2010-01-25
27994,4.92,None,Samuel,12,0,dePplun6fEwaZcdkUMbCOA,2015-08-05
28069,5.0,None,A,6,0,WJpdnVbZPFhkcjB7o1jGrQ,2015-06-19
28484,4.16,None,Candy,37,5,fx0obV81xAWjQ7E5VEkRTw,2012-05-23
29036,2.67,None,Huy,3,0,nD8_2TjZkmrGrgNuoT2lUA,2013-11-26
29646,4.48,None,Tiffany,30,9,_m055xIl8mWxypuwcs5Npg,2009-07-26
30867,4.05,None,Haroon,19,0,vxHgCdlrxRIRxrsQ1puBiw,2016-07-10
31182,5.0,None,Tami,2,0,SX_wdZX9njR4RX79M3g7lw,2016-10-01
31594,4.5,None,Josh,2,1,Qw3vcO90jHNAze1kDUnOyw,2017-05-05
32321,3.07,None,Michelle,13,3,us_DX1GDZs5B_tCrnlD1AA,2013-03-30
32852,5.0,None,Leanne,2,0,22y6-3XCarJtXvQHUrWQBQ,2014-04-11
33525,4.19,None,Shannon,6,0,4Ce8IVfgnU_SGh3HsHY-wA,2013-04-10
33749,3.48,"2016, 2013, 2015, 2010, 2017, 2011, 2012, 2014",Kent,507,1283,fAfGwjh5A_ydd0A4ZdGenw,2010-05-07
34061,4.22,None,Ivana,9,2,6z8zJY4G2CaxLFSvRozBvQ,2014-10-15
34557,4.08,None,Thai,35,2,E9NuDsbM4IHbOCW00hHoaQ,2013-02-22
34972,5.0,None,Angel,2,0,TAqJnNSbg3ZBHxvPuekkIg,2017-05-21
35596,3.23,None,Christopher,45,29,_ukkVPzsOoD5ndnZxuEwbw,2008-08-27
36400,2.7800000000000002,None,Jennifer,27,4,JgD2Rk9K07MkZgG7Nb9YzA,2012-07-03
36554,3.84,None,Courtney,32,0,R7JZ33bPxRRKWOLZLcJDEw,2015-05-10
36666,4.09,"2017, 2018",Elnaz,67,10,o0SSenrDZ96gtRbByxL1pA,2012-09-15
36978,2.67,None,Demetri,3,0,VCEVVs6qHwAo6AXneVsgQg,2013-04-14
37984,4.15,None,Jenny,146,1,fP_BHT5kAytx1k0H2Erg2A,2016-06-28
39843,4.0,None,David,9,7,qfh-Qk-fu3-lATF6prPKHA,2017-05-30
40597,1.83,None,Alex,4,0,RLTdk_xZoKexa2dUAkKuyA,2011-07-06
40615,4.65,None,Gurdev,15,2,p1CVnS4CwYwCk1Ll8ykSYw,2017-01-31
40647,4.25,None,Herb,4,2,m-DTC3sqYCNlAcUEe8Qxyw,2015-12-21
40895,3.91,None,Roberta,33,2,gcnSDtD3PoPoG1DYhZVwzQ,2011-07-28
41209,2.76,None,J,19,0,ZMP8fRHf-Br2wgAoqQhVUQ,2013-08-13
42069,3.86,None,Todd,22,2,wSJSJ3Lt4--CbWNfjNCleQ,2009-09-19
43035,4.33,None,Chris,3,0,dU2P5_Ff6_umqj3Rc4krFA,2016-12-10
44578,3.67,None,Jane,3,0,jnjaaJoM_Xy5x8L1PnBffw,2014-07-12
44867,1.0,None,K,1,0,8KEAsFgFVCjVD-alQb6lcw,2017-04-17
45641,3.8,None,Rumi,5,0,K42m8YdzI-ok1NE2eTFvSw,2016-09-11
45746,2.88,None,S,8,0,MXSxOS8UYw1Bh1UHoKg3UQ,2016-09-09
46700,4.69,None,J,11,0,13EdMRbWJSB2gpSXRg2LuQ,2013-10-31
47733,3.5,None,Ir,6,0,CHE5MFxlhegcamcB4_98Jg,2014-06-15
48742,4.29,None,Jayne,7,0,gRokoRRA5EwdLqu4QTdLhA,2012-03-26
49123,4.33,None,Ana,6,0,u-MKtb4UlvkxM4A2tZy7KQ,2017-12-22
49815,3.54,None,James,13,0,SYxO5Aycw18dfbrzCjs4pQ,2013-09-12
49902,3.22,None,Kailey,8,0,E2OX2j9UGnqVQlWKFu1aWg,2017-03-03
50500,2.4,None,H,4,0,EEee2zUQd9Y1OOmfGRJkNw,2016-02-12
50799,4.75,None,Shannon,8,0,JUppy4BpNYCQAUIhazHUYg,2013-05-27
50813,3.08,None,Jenny,13,0,Am4H0IeoFCk3Dv81IsLy6g,2015-02-08
50832,3.8200000000000003,None,Maryam,11,5,93GJaAXZ6AaFmXydlcxYRw,2013-09-29
51070,2.61,None,S.,17,0,l5RdDMOZW8JjNn92fr1LKQ,2016-10-30
51182,5.0,None,Sana,4,0,QtO0LBMOmJnUTM5MAnpe_A,2013-07-05
51256,3.38,None,Parthi,34,0,ScreIFHvXWAT1hjDyT3qKQ,2014-04-13
52139,4.14,None,Daniele,14,1,PHgHpsguVpRJwHGXD2kWaw,2013-01-27
53039,3.13,None,Jocelyn,8,1,jpADcEMWUWKS2qluk5rhTw,2015-08-18
53404,5.0,None,M,1,0,10lelx6SWSO5FqAd_JCGxQ,2017-10-17
53489,4.0,None,Emma,19,0,X9rMz8iIPNdqvVljdZXZuw,2012-03-05
53798,3.1,None,Bliek,20,0,-JSy3GQgsE7bp9DQ6-xxfg,2014-05-25
53978,2.71,None,Stephen,6,4,Ihr5ameq_1zElhhTknEssQ,2014-02-23
54894,4.25,None,David,4,2,xZUGFt1TMUcWltzehNUWVQ,2010-04-11
55316,3.67,None,Skender,6,2,I5zd--gEiwydv7SOrU9Dqg,2017-06-28
55840,3.68,None,Akil,20,9,nBZZCR19KZaaaPuyoNzg6A,2011-09-02
56163,5.0,None,Cindy,7,0,nY1Rl_0LE1dvwtHcreIgjA,2016-07-10
56187,3.52,"2017, 2018",Adam,47,3,qAww7qLElXaZDmHSBz2FfA,2012-12-28
56283,3.0,None,Jo,2,0,gi4GXM5xoDmH2y1ynxBGVA,2015-08-11
57087,3.67,None,Chantelle,23,5,QTlLkiZRrQ5_BSspKHVkJA,2017-07-01
57492,3.42,"2013, 2012, 2016, 2015, 2018, 2014, 2017, 2011",Jonah,1510,89,tXhscxwFTd-ayLTdPx_2yA,2008-11-15
57723,2.07,None,Brian,13,8,F0BFl-eZcc1O3rl7RxSykA,2012-06-27
57937,3.8200000000000003,None,Jay,17,0,l9k_0K71qJVTOOdft4zavg,2011-01-04
58151,4.86,None,Saghi,7,0,q6raPzJPJxvzTC6OjF5JfQ,2015-01-25
58185,3.73,"2018, 2016, 2015, 2017",Cecilia,168,4,ZBllYKrFzaI0I7v6Wl26Wg,2012-08-20
58312,3.85,"2014, 2012, 2017, 2016, 2013, 2015, 2018",Melanie,300,352,KQm9OgdujLZiMRTksmj83w,2009-11-08
58327,3.63,2017,Christine,52,13,ldbQ6iN7PYZl-1YCATvUSQ,2012-12-28
58750,3.16,None,Maartje,19,0,nLC9FIoteoO0uvnN1YJIwg,2017-01-01
59277,4.0,None,Haemin,3,0,YdUjosa2Pmw1SF7Rgg9hZQ,2016-01-15
59444,4.1,"2018, 2016, 2017, 2014, 2015",Justine,160,10,XNs2G2K0LFMmaP1ceUZQfA,2011-06-12
60272,3.2,"2017, 2018",Lyle,67,18,sB4C4cd8k1eNmOyW9FwbQg,2015-11-16
60507,3.15,"2013, 2012, 2016, 2015, 2017, 2018, 2014",Tiff,535,130,m7z-tX6XDZ27xGhGjnI21w,2012-02-17
61024,4.3,None,Krishia,10,4,eaxWcqGO92qTEYNxifv9IA,2017-01-29
61061,4.22,None,Ellen,64,0,b_akRD5zCY1rKckETyttDw,2013-03-23
61108,3.98,2017,Alice,52,5,1pFTNtr6HZO59wz95zKS3w,2011-04-07
61298,3.7,None,Chelsea,43,1,b1vlN-jxImqn9KKnpRAk_g,2014-11-06
61322,5.0,None,Joy,1,0,y18rqh3yvtMMoJqiCYB4AQ,2017-09-23
61350,3.43,None,Adi,14,0,WsmFzPMDdcAZLI_LYoD_lg,2015-04-21
61487,3.5700000000000003,None,D,49,7,uyEIiUd0qGkZySz4kbA0uQ,2012-08-08
61575,2.0,None,Tim Horton's Reviews,1,0,ZsWBFFBlk9w15Sw-DDPOMQ,2017-02-06
61692,3.63,None,Rick,8,0,xmk9fJvUqPK4MgwRp5nGnw,2012-11-07
62197,4.13,"2017, 2016, 2018",Jason,92,154,jG7130OQWiftvHhtyabsog,2011-04-23
62271,4.36,None,Lauralee,11,2,-8QPEQHpqJil0Sbjsgp1MQ,2014-09-04
62807,2.33,None,Shea,3,0,DS63EolzeDMlpL8TcYI77w,2010-06-16
63110,3.83,None,Jessika,44,1,bNQeb2C0NZSE3U2ScMuVoA,2011-11-28
63117,3.67,None,Matt,3,0,1ut_0p4N_9ItbuCTNrrHmQ,2017-07-11
63414,2.56,None,Stéphye,8,6,oXx0uom8UJi1-HKqvt7izA,2016-02-24
64829,3.93,None,Jay,39,4,_uJa5YWmICxsMdpaCH9IWg,2013-12-07
65748,3.36,"2017, 2016",Fabian,34,1,yFwxbrmBFcDo22VJGdumYw,2016-01-16
65749,3.6,None,Jenny,10,7,rg10DLiVTFzFKM3tuBMLEw,2017-05-16
66207,4.27,None,David,11,1,03wDyxwTQyhvdOdHXie0YQ,2014-12-06
66658,3.49,None,Linda,33,4,WvYawHnqCKjNA78DP8eJng,2015-10-29
66820,3.73,None,Cassie,183,8,yk_2NPQwRHFwBeB6s4ktUA,2013-06-14
66883,4.67,None,Brent,3,0,oB3wpo7g5Gev99aZRVei2A,2012-12-29
66906,3.8,2017,Harry,74,937,EdDmKiz6V89g6Dws9I4AKA,2016-01-27
67218,2.8,None,Gabriel,9,0,SBvYJxakClmX0buVV-JzOQ,2013-04-15
67601,4.0,None,Steff,14,0,yMWyjnmvSCOvr-KCBASkpw,2016-05-02
68917,3.91,"2017, 2018",Bonnie,91,267,ZXae3RfkH1LnKX0UjXNj3Q,2015-01-20
68962,4.0,None,Julie,5,1,JoSXUbsreEEUBfaPoA3ORA,2016-10-04
69359,3.14,"2018, 2017",Samantha,164,219,qr06IGEdVEIQmyv-NZe-og,2016-12-10
69437,4.2,None,Diana,5,0,7X6OuqZG8M5LBoo27zh0Xw,2014-08-22
69825,5.0,None,Shaikh,7,1,YmhHZauEWHOIpnIXq2Jy6Q,2015-10-11
69987,3.25,None,Cyndi,4,3,oqrUVs4daCH9UDW_xA5M5w,2014-04-09
70201,3.84,"2016, 2018, 2017",Vivian,66,25,i1Z3NOdcuY-JuP2fJEsQbA,2010-06-10
70624,3.8,"2015, 2014, 2016, 2018, 2013, 2017, 2012, 2011",Maheen,400,172,gS4QCL6j_umAyfJXBGAZJQ,2011-08-15
70943,5.0,None,Stanley,1,0,AxO-rOmP1rn5bYkZ1haFSg,2011-08-05
71931,4.67,None,Luchi,3,0,LpeGclaz2NlIZj1_NPHUJA,2014-04-26
71940,4.17,None,Cameron,2,0,WSzfPNNpZj-QaiyAvSQkgA,2010-01-17
72164,4.25,None,Jasmine,17,0,G21DPskg74y68OGesZE--Q,2015-04-25
72227,3.22,None,Scott,238,0,js2Jy7YMFNCyhJhGoV4Rcg,2006-10-18
72670,4.07,"2017, 2018, 2016",Ebonie,212,173,2x4SFLumawQPPzYcx6v_7Q,2012-09-27
72877,4.25,None,Amanda,20,0,RzFspSNp5l1jXDONBJTYEA,2015-09-07
73474,3.0,None,Jonathan,11,0,Nru1SdSCyNVIeskT4AQSxg,2013-11-15
73502,4.25,None,Mike,54,10,rBln29AwVQHHC4bAg0L6iQ,2011-01-28
73698,3.65,None,Jasmin,37,1,MKibuFMkiokF_U8uoQX-Qg,2010-05-05
75605,3.91,None,Zachary,11,4,qzBhpzb4yYQoGRrw54OacA,2016-12-24
75644,3.71,"2014, 2015, 2017, 2016",Evelina,85,51,i5jSTSpXJtvM-ExWRttglw,2014-03-17
75681,3.58,"2018, 2015, 2016, 2017",Jennifer,203,101,mLeMygUVo3j-RgP5XJQi8Q,2013-10-28
76345,3.46,"2017, 2016, 2018",Alex,294,814,Jb13QyXGi0zD4ZtSTBQwpQ,2013-10-10
76376,3.51,None,Freddy,57,0,83Rn3gax9f09AVCy-_pMNg,2014-08-18
76644,4.33,None,Mads,3,0,6SESj8hq5wl1gLv-B67PrQ,2015-10-29
77067,3.8,None,Hotdogmcgee,15,0,yoXVtPexRAuMc6u2I_3WDQ,2008-12-21
77125,3.0,None,Alex,2,3,tSzuWiSJyhr3lKgLBsI-jQ,2011-03-21
77594,3.51,None,Jen,43,1,RuWJiPEVUvlJb3TZ2zSdfA,2017-02-26
77642,4.46,None,Jaclyn,13,0,-CqA5Sj0q2NNXpXht_0bfg,2013-09-01
78055,5.0,None,Ala,1,0,4z8xFQWBWKmHvZlWCZ1jYQ,2016-02-21
78058,3.36,None,Dave,28,0,G8tygCWOlX0XuCZwOQBO-Q,2014-04-03
78208,3.2800000000000002,None,Spookie,34,44,FkUxC-OGhU1XGr-egxlAtQ,2010-12-10
78420,4.47,None,Nathalie,19,0,PO7ZeO648Cpob9OOsxoD1Q,2016-09-21
78524,3.39,None,Erika,23,44,a-hfrSiaE1jQmJz9k8Fwgg,2015-11-20
79178,3.27,None,MotherGoose,25,12,cHkgK843MiT0LijhyMSYNw,2011-06-23
79201,3.89,"2013, 2017, 2014, 2018, 2010, 2011, 2016, 2012, 2009, 2015",Vincci,875,700,aUhcscNphAJQlZe1R_WRow,2009-11-20
79421,3.35,None,Miranda,23,0,hUQymetZ0Xms6oSqZ1GkcA,2014-03-21
80138,3.77,None,Karl,88,16,GKNC5QJTb9_FTC3z3aAdRw,2011-11-10
80434,3.35,None,Lexia,22,0,H-znMpBeJh4bL2saP3hcmw,2016-07-07
80639,2.17,None,Jane,54,135,D4Kmr1x6myjxSYXo9Xcpmw,2010-08-09
80902,4.54,None,Zareen,13,0,NY7a_sEYkSI4qxSvcyArzg,2017-05-12
81032,3.92,None,Angela,10,10,f9w3rR7chbZESI-eqV0pbg,2017-11-19
81037,3.51,"2018, 2017",Michelle,97,2,2_J91lZzqXOYyYeNcVd2YQ,2016-05-02
81171,2.87,2018,Doug,65,0,GuHZY2v3UkBVT35kIQPsWw,2015-07-13
81224,3.46,"2012, 2016, 2013, 2017, 2010, 2015, 2018, 2014, 2011",Steph,523,4,8HCEPF0IflyB690Q745fKg,2009-10-24
81496,3.63,None,SB,158,0,MdjsjgFRXf1g5nIxSL-1zQ,2011-08-10
81648,4.2,None,Tina,29,10,7_WH3z_ZJM3c3R8kupZ8aA,2012-07-20
81711,3.67,None,Brennan,6,0,qpTd9Wuh1iu-8EEeb_MeJQ,2015-10-25
82179,3.65,"2016, 2015, 2018, 2017",Kristen,115,51,wu-ijx0ZiBThoc9tRHf_Hw,2013-09-16
82399,3.76,"2017, 2018",Wilma,69,20,eNF1jV-XH4-IvyrYsL4VwQ,2016-02-15
84078,3.06,"2018, 2017",Alex,35,17,V2WZTiuLfo1Hh07vuNmpZA,2017-08-22
84673,5.0,None,Th Ngc,5,13,XZwbxFLfnr2dIMskotLwTQ,2015-04-25
84716,3.96,"2017, 2016, 2018",Lisa,82,2,vip_-l5LZeUXAcna9mxAHA,2016-07-01
84723,3.98,"2017, 2018",Tishea,238,284,FSuV2GkFECZ3FPLd-cPjiQ,2016-04-07
85305,4.13,None,Kathryn,8,0,UgNtdZxRHh_ch9pO-j4WAw,2014-11-14
85345,4.2,"2014, 2013",Mia,64,28,8EO5gYK2Jl6nhXzGRk_DKQ,2012-03-12
85753,5.0,None,Tommy,1,2,nSQOYdQJqxjG4QlqzuYFjw,2015-05-21
85853,3.71,"2016, 2018, 2015, 2014, 2017",Justin,289,88,YOOsYiXGEtGFX_wSeZNcww,2010-01-16
85959,4.4,None,Katie,20,0,FO-WF4ixw6QNGi_0QWRfAg,2016-08-31
86424,3.7,"2018, 2016, 2017, 2014, 2013, 2015",Bilal,1128,94,jnB_saJqNfOmVoCWquhAzg,2013-10-13
86536,3.56,"2017, 2018",Danny,99,0,Oa3dZfQdeWEC2ZFlrN02qQ,2016-05-19
87217,3.14,None,Tomaso,42,6,Au2Xa-y-NOSCAiv0Pl7gig,2013-12-14
87413,4.28,None,Michelle,35,2,uoeENUO7Bkw5OwO_KHV-Rg,2015-09-15
88554,3.7800000000000002,2018,Jo-Anne,104,114,eEgeuz6Gg12HZkFZTfbb8A,2015-09-19
88853,3.98,None,Ali,45,0,ejOeU7d0kW6jejLcMtCaQw,2012-08-12
88998,4.55,None,Javo,11,0,ZQYQfc3fGNDTKaLT6UG60w,2009-05-24
89066,4.5,None,Daniel,2,0,Bpd5pQZQkjMwbaX1QiyVig,2012-12-01
89106,4.0,None,Amira,7,0,_fHf-tavgbt1UpjQiYlczw,2015-05-27
89459,3.5,None,Pedro,4,0,EfMjxxxxLKP4HIwvnU7r-Q,2017-07-04
89557,4.73,None,Mike,15,13,PzFuVjgboYqai1QN8lj4JQ,2012-08-28
89822,3.44,"2016, 2018, 2017",Tina,57,3,Vjsz0ThgBRS277rpKV-DuQ,2015-06-19
90405,4.0,None,Natalie,2,0,0Vn0HxrePUeehQAODnDEsQ,2016-08-15
90841,3.5700000000000003,None,Sam,7,0,A7XpQfzMW3cL1WvHbdXOIA,2015-03-29
91937,1.5,None,Anna,4,0,T45CS9qASQ9BLlk7mHraVA,2014-07-17
91951,4.0,None,Lila,5,0,XxSL1d4rrjuwlOi0iwaN9Q,2015-10-25
92290,3.17,None,Jessica,5,0,ExtqMQ1tX2HIwh6hFVt_Dw,2017-12-11
92438,4.09,None,Ania,11,1,lAShpsRAP8NUB5bmvTWdyw,2017-01-25
93318,2.0,None,Christopher,9,31,kT6SnVar3T7b8BKuhHx0hQ,2016-07-13
93682,4.14,2017,Maggy,36,1,9aXlFbNkNn0gpzyNlyIehw,2012-06-07
93928,3.83,None,Kristin,11,0,2FVM5poUNMn3vYNA9L_hgw,2017-03-05
95164,2.83,None,Benny,6,1,p_J6wa1IsAkIkwqhTGpJsg,2015-03-16
95536,4.14,None,Kay,28,15,dSgBBmDWPuC7AjiJGgvPRw,2013-07-18
95912,2.39,None,Mel,13,26,wuWohb-55t8Ui001A6vDSg,2015-05-31
96508,4.12,None,Jessica,24,0,HmHcCwIY6xl0yo6m13-1sA,2013-08-11
97520,3.5,None,Leslie,6,0,apI-Xdc47Ddt--LC9HRCEQ,2016-12-23
97795,4.13,None,Nicole,23,0,KNF0sbXc8QroeiL9Pzwjqg,2012-08-06
98437,3.0,None,Meaghan,4,0,vhgcXQwXEFF1pNgLWTlQ0g,2013-07-19
99791,4.17,None,Marina,18,4,fXShtMp5dCo9j9LqsSdRKA,2014-01-15
99913,4.0,None,Christy,3,0,U_9K2Eo5uh0z1tKBaIlkMA,2013-09-20
1983,4.13,None,X,7,0,E4kpGzFRVtcdqlsEVKnnjQ,2014-06-13
2828,3.0,None,Albert,2,0,sWQuVcJnpcOqc3EPyiPItQ,2013-09-18
2879,3.0,None,Natalie,15,4,D4vRPMUHo3y6sJffQ9OoDQ,2016-05-18
3566,4.29,None,J,17,0,OO7Wem2HENT1ONDqOGB3Jw,2014-11-23
4215,3.96,None,Canuck,21,7,321wXb8RbL4clnW0a1w2mQ,2013-10-21
5128,2.0,None,Janelle,1,0,w3ibf2gmQYkTpoZWy4JADw,2016-10-27
6205,5.0,None,Pat,4,0,nVQETtCdqvvF_PjerUQtwg,2016-02-18
6696,3.96,"2016, 2017, 2018",Skylar,242,26,zDaTJ0wc3L_8LmogvICk4Q,2015-05-09
6807,3.33,None,Jesse,3,0,LbuQ-nG1sthaq5tnlvuRtQ,2016-09-13
6823,4.33,None,Angela,14,0,94tYScr8Df7Yj5QTOw9XHw,2015-12-24
6885,3.99,"2018, 2017",Tanmay,86,2,B6kHo5Bfik1kAK7SFtYtCg,2015-12-12
7415,3.96,"2017, 2016",Saba,51,6,How71VoEvgwF0O-FUELvKQ,2014-12-05
7744,3.65,None,R.,29,3,DtM1G-TV3JkTdk2JEBHUFA,2014-01-21
8198,4.0,None,Scarlett,1,0,T0HBLCScoAOzwS72ddwbmQ,2012-09-30
8202,3.68,None,Cesar,19,11,8_ax-TFoKUAdtqNMnvfiWQ,2014-01-18
8496,2.67,None,Jessica,3,0,xPAV81lQZVffc40uRT-wVw,2016-08-08
8744,1.8599999999999999,None,Laura,5,8,-rqBouZdIWnCwtJ8Voffqw,2014-05-05
8915,4.12,"2017, 2018",Mahsa,26,2,Vt5JWlOVG3QcHPWWe4L0-Q,2014-09-28
9092,3.94,None,Azar,17,0,n_wYmYUbi31uJ7pPlcHSEQ,2017-07-13
9924,3.7,None,Teresa,23,1,lGpEoV36L6vDupaMzaHaTg,2016-04-23
10484,4.42,"2018, 2017",Vivian,43,1,rKXr8iaLW3K0GvZK4i6FcA,2013-10-06
10515,3.12,None,R,38,10,Sa7sybxj5YuZIZKsbN4jFw,2012-06-03
10639,2.59,None,Alvin,46,8,Vx4LmXOBoEVmy8JbF0iQIA,2012-08-24
11334,3.56,"2016, 2018, 2017",Tania,234,30,0Zswwlz4NzUJoG-skyWzIw,2016-06-25
11431,4.0,None,Mari,24,5,4okmZLEqphCXf-PK2YWqbw,2012-11-29
11896,2.93,None,Adrienne,14,1,ur3ksdkzdNdp4TGcRdM7_g,2017-04-20
12204,4.39,"2018, 2017",Brian,40,5,EfzlGSuulvzuvyN4kXeJxA,2017-08-27
12324,3.68,"2014, 2013",Tatiana,92,3,Qd6dZCL3ZvIRlaT5AYEdCw,2011-11-05
12494,3.76,2017,Nour,35,9,ydVupbFN_4djnhoHnm1TRA,2013-06-27
12749,3.51,"2018, 2017",Victoria,71,18,_PuWIjyivzP4-Qxg4jRRfw,2015-05-24
12813,4.02,None,Sunmin,55,1,6t4RkHusn2QxXZjM81U_Tw,2016-01-19
13032,4.5,None,Sabrina,6,0,tq0hUeVxeK2c_QGEOUDF9w,2016-11-01
13057,3.79,2018,Kelly,148,22,zM0ChAVg3BIci__Fkk0F7w,2017-02-04
13227,3.55,None,Hrishi,20,0,MCY4UXy9Z17yUlJ-fIX7Og,2017-07-01
13888,4.27,"2017, 2018, 2016, 2014, 2015",Alex,158,6,QRsuZ_LqrRU65dTs5CL4Lw,2012-05-27
13920,3.7800000000000002,"2015, 2010, 2017, 2018, 2011, 2009, 2016, 2008, 2007, 2006",Amanda,324,191,kZB1nJS2moUir70gwWjHQw,2006-01-17
13951,4.06,None,Mariko,15,6,TaiL7DYO1bZgv5_PEfYLwA,2012-02-22
14018,4.0,None,Samuel,4,1,VhRcYzP1NruK_KKFwHyZEw,2015-10-01
15559,3.61,"2018, 2017",Hoi Yee,98,6,UBs-A1IL9eB8jg-HXgPWcA,2015-03-04
15814,3.84,"2016, 2015, 2017",Vanessa,144,74,KmHtoogKhK-ID7FWGOPvag,2012-10-19
16060,3.83,None,R,18,1,fwJJjE2HYubWzJia4LbpPQ,2014-01-18
16241,3.98,"2018, 2016, 2017",Alisha,247,2928,kTpsjDUhl9BlRl0FVuNreA,2016-07-06
16498,1.0,None,Zachary,2,1,IOh_DSo9r-2e3z5OGxk4rw,2014-01-18
16554,3.58,"2018, 2017, 2016",Rohit,201,267,6zsuSuLEwhUNHEWSDJqt-Q,2013-09-14
17359,4.06,None,Karan,31,0,6q8abQplnKKl51KuwlExug,2016-07-08
17378,4.15,2017,Elsa,20,1,ky46ONnAksWAV5ONL8JmPg,2017-04-15
17619,5.0,None,Abdullah,1,0,k2PEbBeYlvlzdmU_0AniZg,2017-03-18
17637,3.1,2017,Tim,38,6,AY8Tw52Xhe6_SA-H4VPJfA,2013-06-05
18247,2.7,None,Craig,40,4,T68tiDgNb_KF_awI5JbvPA,2013-07-27
18296,3.0,None,Rebecca,4,0,tQiN4JMQ-YdGf4CpkEe5Eg,2016-01-14
18497,3.29,None,Olivia,7,18,qhylft27iji1iYd0iX2rIw,2016-07-20
19043,3.64,None,Roshan,11,0,2rf2r3bvnRU5nrRlQ-PtEA,2014-01-25
19146,3.85,"2018, 2016, 2017",Dasiga,117,2,LZoZfNY8HNlIqJlNqeYVmw,2016-02-06
19177,3.76,2018,Amos,88,8,lTI7EyErQr12KmwwkcIPPQ,2017-02-21
19492,4.13,None,Scott,8,0,YelWBvG1kxllvZ3wDtrgxw,2015-08-26
19738,4.14,"2015, 2014",Pierre-Frederic,69,11,Scn5jjBE8EjoFGbDrME_fw,2013-04-15
19775,2.98,None,Edith,44,21,eH9YkSHF4xpBX_TB1tW0Dg,2011-12-13
19965,4.67,None,Kitty,3,0,TCetN6pXj11Zpsnr8xFZJw,2017-02-01
20121,2.77,None,E.,29,2,Z2I2UrOS6IpibPm9dUX7hg,2009-07-03
20638,4.0,None,Kat,12,0,hs3abE7S7m_yefUr7_8-Hw,2017-04-22
21840,2.54,None,Sam,22,13,Wi8ScQlwpPb0KosRjBwXDA,2016-03-07
21856,3.64,"2017, 2018",Lorraine,79,55,LgJb17Bz9DbcbVpjlcqN2Q,2017-06-23
21886,3.55,"2014, 2016, 2015, 2013, 2012, 2018, 2017",Bobby,386,392,S10Q9h_W-MKyog8IdcCNCQ,2012-02-27
21983,3.88,None,Nema,16,0,gl2O0ZIpG96hWHIUJaReog,2015-06-18
22110,3.58,"2015, 2016, 2018, 2017",SandyMj,76,143,zSl68XFwisQyr_TDXQj3ow,2014-11-09
22231,4.09,None,Adventure,31,0,RbV410Xx2mLSo_aD2-C4Sg,2016-05-02
22321,3.34,"2016, 2018, 2017",Marcie,170,1,AghKXr53xNvKjh_A5Ur1GQ,2013-09-07
23253,2.0,None,Christopher,1,0,sumpqjX1Mc1CQf7AVdzUTQ,2017-06-09
23643,2.8,None,Jennifer,154,234,E1hLHq6LZ6AoSJzW-oT4FQ,2015-11-29
23681,4.11,"2015, 2017, 2016",Nathan,144,6,WfMTpU2GOe4N3BEpWZu2fg,2008-06-27
24130,4.3,None,Elizabeth,20,0,YanNB62JBJiQQV2kRuuImw,2008-06-20
24237,3.46,None,David,380,637,TaJ3hRYUW9Z82HF0qc4hFQ,2010-01-04
24313,4.08,None,Bruna,13,6,SS6amdvM8yAczXueJ535Dw,2017-02-26
