,business_id,city,latitude,longitude,name,postal_code,review_count,stars,state,ev
2427,JccZKQS8-5Oikp0u30zZ8g,toronto,43.66142,-79.33973399999998,Skin+Bones,M4M 1K1,165,4.0,ON,0.01502197932566979
2428,mwMBxsT57eAOtDV4I3DDEQ,toronto,43.6687987,-79.3375194,Com Tam Pho 168,M4M 1Z4,70,3.5,ON,0.006372146762440573
2429,UsKmYp0m8VYWM96tkGm2vQ,toronto,43.661068900000004,-79.4290307,African Palace,M6H 1L7,82,4.0,ON,0.0075655518277703265
2430,oMNG8h5O2xFx-IqRjtcY3Q,toronto,43.6771258,-79.3532848,Village Pie,M4K 1N7,7,4.0,ON,0.000591020602125546
2431,Nh1pLcq7TWNffAXUFUZSQw,toronto,43.7423310046,-79.22235310079998,Warung Kampung,M1J 2G2,4,4.0,ON,0.0016637032693253815
2432,Vu2C9npNSaHLYM7lvkKJJQ,toronto,43.6892420388,-79.5844583052,Jack Astor's Bar & Grill,M9W 6A2,57,3.5,ON,0.0009586066501511467
2433,yg_A_TpYkJjr1fef0J6QkQ,toronto,43.76703320000001,-79.4119267,Konjiki Ramen,M2N 5P2,285,3.5,ON,0.024204266549172022
2434,uUvnimNxg15Ds9r0SC3oMg,toronto,43.7941901,-79.3544105,Tasty BBQ Seafood Restaurant,M2H 3N3,53,3.0,ON,0.003422009273471073
2435,QX5Y_BIxlMG3B3vV1zx1Gw,toronto,43.6454592,-79.3525037,Cherry Street Bar-B-Que,M5A 3L3,111,4.0,ON,0.011577591898320937
2436,3IPdugYwMXcmOaLT498DIA,toronto,43.6541825096,-79.424608089,Tokyo Smoke Green,M6H 1A3,3,4.5,ON,0.0004331152583057556
2437,Koofpyww8Y-H9O7vw8mapQ,toronto,43.6412698662,-79.3774427846,Shanghai 360,M5J 2N8,4,3.0,ON,0.00010509184590762682
2438,slguVsd_fIXyTkYQXNmANw,toronto,43.645303999999996,-79.3976214,Alimento,M5V 1L7,22,4.0,ON,0.004428063297170493
2439,R4jhm7FFQw0i1GpO4JvS5g,toronto,43.6634541,-79.3826256,Carmen's Steak House,M4Y 1B4,63,3.5,ON,0.002748406350581155
2440,biwgibn9S6TmBV0jhBc3dA,toronto,43.69237633,-79.3158430476,Family Bakery Cafe,M4C 4E3,5,4.0,ON,0.00029519930176200374
2441,U1S6NFCtMzq-qX7PnU2i_Q,toronto,43.8058644129,-79.28784392770001,Harbin Bbq,M1V,31,3.0,ON,0.002524797175950459
2442,Nj-FEhaIn4-VUYYyQ1aOfA,toronto,43.6687237,-79.4207562,Fiesta Farms,M6G 3B6,48,4.0,ON,0.007856197430552044
2443,6XyllUMxo6j0F9JGegeg4w,toronto,43.683509,-79.32379399999998,Subway,M4J 1N8,5,2.5,ON,0.0005968317457417703
2444,nGRLE7HPCHnIlbHwk3vZCQ,toronto,43.654104,-79.40194749999998,Back Alley Woodfire BBQ & Grill,M5T 2L6,5,3.5,ON,0.0008168750111601755
2445,UcUEUd7a-vnHk14HcVgpDg,toronto,43.6392865,-79.3808801,Il Fornello Restaurant,M5J 1A7,19,3.5,ON,0.0007876697170626914
2446,BnkPGoz3wzqqq8tYU1ghSA,toronto,43.6919708,-79.440538,JR Sweets,M6E 2X1,9,4.5,ON,0.00014371439352771313
2447,C3Q_yp1ylwXOvj8M-1-OLw,toronto,43.7740782041,-79.502330908,Shopsy's Sports Grill,M3K 1P3,18,2.0,ON,0.0008334274925110056
2448,a3xv_aV6lDU2qk0YShssEA,toronto,43.6585209,-79.442474,Penny's,M6H 1N9,3,4.0,ON,0.00015287652104532907
2449,HX0QhTVWztcawNof0KUhgQ,toronto,43.6585874,-79.44113890000001,Holy Oak,M6H 1N6,53,4.0,ON,0.006666397613421391
2450,SW0NcZwZsbSpsk0ZPgJKmQ,toronto,43.6462178971,-79.4080042324,Nana,M6J 1G1,167,3.0,ON,0.013243548980508186
2451,HVK_m2JUL24hV-w5q_d2Rg,toronto,43.6661139,-79.4072292,The Indian Kitchen,M5R,13,4.0,ON,0.0010983624872048475
2452,uHwKNIY5HNW4Dr3Dx8TZ5Q,toronto,43.6390692,-79.44501890000002,Dumbo Snack Bar,M6R 1B3,4,5.0,ON,0.0002192315892944051
2453,8O7nxCcZ_C28i955kXwzGA,toronto,43.7579905202,-79.4104090464,Biggu Sushi House,M2N 5M1,39,3.5,ON,0.0009365368556576156
2454,3m5Bh1AoDIDY4OwNadqSnw,toronto,43.669551899999995,-79.30221390000001,The Thai Grill,M4L 1H7,10,4.0,ON,0.00042746416272995393
2455,t72DAe7q5iaQLlQrdgpaFQ,toronto,43.6411249,-79.3999566,Atlas Espresso Bar,M5V 1C1,37,4.5,ON,0.0032830536057990587
2456,-grWXL6_ngCGcXp8IbQU0g,toronto,43.7182903,-79.4295684,Bubby's Bagels,M6B 3B5,6,4.5,ON,0.00027667625138870386
2457,CEb83CC35BhdHZHy-wImUQ,toronto,43.65423320000001,-79.4017449,The Sublime Cafe,M5T 2L4,14,4.5,ON,0.0024016655699366967
2458,luJ2N0iMnfmqmj4ksl58HA,toronto,43.6652249,-79.4114287,Pizza Pizza,M5S 1Y6,4,3.0,ON,0.00011010756429011828
2459,eL7lbJTxLT9d08qah1VJXg,toronto,43.6583005,-79.44387359999997,The Bee Shop,M6H 1P2,3,5.0,ON,2.248335674042617e-05
2460,rDpX16jDGa4YGiycpToPCQ,toronto,43.7510486676,-79.55246387529999,Autentica Spanish Food and Empanadas,,3,4.0,ON,0.00040175358234280194
2461,KQEuEJ80wwPqhRNSI3em4A,toronto,43.7593329,-79.31091579999998,Kinnaree Thai,M1R 4C2,39,3.5,ON,0.0032068053011596732
2462,V_gL6e7qdJIlFNSWnv8q1g,toronto,43.6626325991,-79.3324785413,Radical Road Brewing,M4M 1L5,25,4.5,ON,0.0038794132487197327
2463,lT-fvWPR-ju0-kNVQgs4Ag,toronto,43.65988331,-79.34697162970001,Boxcar Social,M4M 2J3,25,4.5,ON,0.0020492273059033992
2464,v1hfGBkWhDHIdRIfMJtp5A,toronto,43.6861342,-79.37615629999998,Dolce Moda,M4W 2E4,3,5.0,ON,5.180869238861692e-06
2465,k6zmSLmYAquCpJGKNnTgSQ,toronto,43.681345799999995,-79.426147,The Stockyards,M6C 1B2,663,4.0,ON,0.0686471573810993
2466,5QtwCMMn4kv1nVnO47mpsg,toronto,43.674026399999995,-79.4601608,Kings Delight,M6N 1J4,6,3.5,ON,0.00046555549497701774
2467,FuMc84iDRyPHD8tpkME0yA,toronto,43.754089,-79.3579885,Fat Bastard Burrito,M3B 1X8,20,2.5,ON,0.0010765825970125429
2468,XhJWPRqwVCZKr7vieCKX6g,toronto,43.6897725,-79.3493279,George's BBQ Chicken,M4K 3W2,8,3.0,ON,0.0002235588639257444
2469,zfUQa2aPEoPjWLkvCfDhtg,toronto,43.70361,-79.3979,C'est Bon,M4S 2A8,33,3.0,ON,0.0014995100310221366
2470,yahT3zGKnjzo6-ueRdLBwA,toronto,43.73390420000001,-79.3440459,Aroma Espresso Bar,M3C 3R6,64,3.0,ON,0.006022066786263621
2471,XYIPXJ9parr9FtvvcGI1SA,toronto,43.6566411,-79.3837473,GB Hand-pulled Noodles,M5G 1C9,354,4.0,ON,0.028396072630875763
2472,86d1M8MMrb94n5djgKWqEQ,toronto,43.766118799999994,-79.4120121,Nawab Fusion Grill,M2N,56,3.5,ON,0.0048509688703094935
2473,uD1dQcPeYIkAPqjzQ79MrQ,toronto,43.75898172220001,-79.3156731874,McGradies Tap And Grill,M3A,3,1.0,ON,8.421022792239709e-07
2474,QLsi9HiQCuWvnGayRTgO0A,toronto,43.7877468,-79.2677401,The Pearl of Asia Chinese Cuisine,M1S 4J9,4,3.0,ON,0.0016650298941633277
2475,fTIAa84N6JNTDxUtt-Ldng,toronto,43.671222800500004,-79.3827387963,Sunset Grill,M4W 1B7,42,3.0,ON,0.0026623076213583377
2476,RV51zDQvtmjMqhtw8wy1lQ,toronto,43.6532539109,-79.3969659135,B Korean BBQ,M5T 1G9,5,4.5,ON,0.00019300487259331985
2477,m_5-Klux3KcRQVo1EOtcig,toronto,43.6744185,-79.3966444,Evoo Ristorante,M5R 2H6,22,4.5,ON,0.0009407435493469756
2478,t4Keeuv3zkLShSgYSRYmdw,toronto,43.6549701,-79.3865744,Coconut Grove,M5G 1C7,18,3.0,ON,0.0013206692821360287
2479,KBSCJcWGk9QNPX9MTSlM3Q,toronto,43.6605376463,-79.3429580155,Bistro 896,M4M 1J2,12,3.5,ON,0.0013626173984327623
2480,ZUZZEQ61ZD826C65SZLAQQ,toronto,43.6581895,-79.3817113,Infuse Cafe Bar,M5B 1S5,111,4.5,ON,0.009150843542287103
2481,j9aqbEbdSw3JUDTAFKfNrw,toronto,43.8277451903,-79.2877054587,Taste & Spicy,M1V 5K1,6,4.5,ON,0.0002978620923869153
2482,jM4Nhkmh1ZjxkFVQVh6shQ,toronto,43.6672071,-79.4872252,Wild Wing,M6N 1L3,21,2.5,ON,0.0002374350667290249
2483,vHzWmPWHN4J1hRR3W3AMQg,toronto,43.648977,-79.4204946,Salt Wine Bar,M6J 2Z8,95,3.5,ON,0.007273076086041543
2484,FG3ja8Wz_ukRkTL-seRBFg,toronto,43.6728809,-79.3889885,Amaya Express,M5R 3M3,15,3.0,ON,0.0014406870339940974
2485,YBec-htc0Obt3_o2BkRbVA,toronto,43.653226000000004,-79.3831843,Caplansky's Thunderin' Thelma,,10,3.0,ON,0.002312530657380124
2486,BOFvGNX-64B9Qzck1A-FOg,toronto,43.655557200000004,-79.38451500000002,Indian Flavour,M5G 1C4,4,2.0,ON,0.0003844618553517353
2487,RXt8vnnEmTfykvfDaeyhBA,toronto,43.6410203,-79.4351593,Skyline Restaurant,M6K 1L9,23,3.5,ON,0.002312403826589913
2488,s5gkuy9MQfYWzPjt1OWFDQ,toronto,43.765720200000004,-79.19169670000002,Pavitra Restaurant,M1E 2M8,6,3.5,ON,0.00026981355936698734
2489,WvZNFpqlxizKaL6K4IZ5tg,toronto,43.678216,-79.4412421,ChocoSol Traders,M6E 1B1,18,5.0,ON,0.0036550854617029027
2490,M_iUHrH9Q-nFz4h57hKgRQ,toronto,43.73490510000001,-79.60217159999998,Sankalp - Etobicoke,M9V 3Z6,3,2.0,ON,-2.3539963908900647e-19
2491,krzdljmPY8K2sC1IF1R1Ow,toronto,43.6486073053,-79.3826744333,Belmonte Raw,M5X 2A2,10,3.5,ON,0.0017431491008387068
2492,Il-H2pDli8lBrurPG3YbFA,toronto,43.7071598119,-79.4426131668,Domino's Pizza,M6B 3H8,13,3.0,ON,0.000523496935559307
2493,5RzR64HqnLRHo-MpZ129mQ,toronto,43.6867341,-79.3937883,Nove Trattoria,M4T 1Y5,40,4.0,ON,0.0029024575303188975
2494,gpf9qnDEgfGYs-Z6Y-qSsw,toronto,43.67878368939999,-79.34688840060001,Bagel Time,M4K 1R1,18,3.0,ON,0.0005637968873927954
2495,vnKHXrw585IOH4F3m29yFQ,toronto,43.64612620000001,-79.40820699999998,Milagro,M6J 1G1,100,3.5,ON,0.005753892489661231
2496,0bWa6gq8KST_Gopiy5klcA,toronto,43.684282700000004,-79.32030350000002,Plank Road Market,M4C 1H8,3,3.5,ON,0.0001822681659045384
2497,_nQrGoaH54rLhXj75PSz0g,toronto,43.649599880299995,-79.3763758389,Bikkuri Japanese Cusine,M5C 1E5,46,3.0,ON,0.0022868822565864266
2498,wDRdIF_5IL6iCao-G8hVHQ,toronto,43.6852919679,-79.3155437708,The Groove Bar & Grill,M4C 1J4,12,4.0,ON,0.0006204390180634824
2499,f_rkKVZAGBLp5zYl263Sww,toronto,43.6630655,-79.36765809999999,Best Breakfast Place,M5A 3A2,7,2.5,ON,0.0006057302382391914
2500,lsfFzCl7SXgoq8N5NjbvZA,toronto,43.727844,-79.4031035,Parmigiano Trattoria,M4N 2L1,25,3.5,ON,0.0014718550607207184
2501,hJda5g5v_2rT3D-3mSf7cQ,toronto,43.648594700000004,-79.38745250000002,Tequila Sun Rise Cantina & Grill,M5H 1W7,12,2.5,ON,0.00019532869333673686
2502,1Qv_c1bCllShH1QrbmlH2Q,toronto,43.6762302,-79.358026,Narin Deli & Pastry,M4K 1N2,4,4.0,ON,2.1577761784717246e-06
2503,O-b5osM0NO4f31dp6_DatQ,toronto,43.6458059426,-79.4114097683,Nadege,M6J 1G2,385,4.0,ON,0.04618659048032884
2504,ZuEwHyn9iTPMkAeqxJ1cfg,toronto,43.663769099999996,-79.3842502,Lab Sense,M4Y 1X9,36,3.5,ON,0.002182659142773983
2505,gaxOTtS3DrWRZ3KBQXKUFQ,toronto,43.8364659,-79.25106720000002,Tea Tree Drinks & Desserts,M1X,3,3.5,ON,0.0013553643447362482
2506,0dU5pJcQPObFL1eG8MJWIg,toronto,43.730937,-79.404098,The Hellenik Grill,M5M 1S7,16,3.5,ON,0.00032583237484643733
2507,VYkosZRlRjStOFqIB62orQ,toronto,43.805843483500006,-79.2888999285,Shaxian Delicacies,M1V 0C7,14,3.5,ON,0.0016554773725612523
2508,k1lSQ4VIqEn36UL1zkb3dw,toronto,43.776665393500004,-79.4141433843,VIPS Sushi,M2N,117,4.0,ON,0.00798529329638282
2509,EA7NU-fwH9VtCCVd3yO1fg,toronto,43.6564001433,-79.399150704,Spot Crepes & Tea,M5T 2G6,27,4.5,ON,0.0013235611277545108
2510,QlwmbeL-fif9wCVUIJDndw,toronto,43.653226000000004,-79.3831843,Blue Donkey Streatery,,6,3.5,ON,0.0005164648291754671
2511,3VvPKmr-6LXJ7aWlFtp4Yg,toronto,43.640035169499996,-79.4213405216,Live Organic Food Bar - Liberty Village,M6K 1X4,39,3.5,ON,0.0014193043887787342
2512,y2U-26RNB06y9q8cX8SaMg,toronto,43.6829336,-79.32636719999998,Marrakech Restaurant,M4J,6,3.5,ON,0.00045962371087625927
2513,K5TteBnAfgj18HRnV-Yy4w,toronto,43.6053352356,-79.5289154053,Jodie's Restaurant,M8W 1Z6,6,4.5,ON,0.0001013368437541035
2514,5aiXnA_xSCGAQIzA1Ad0rQ,toronto,43.665387100000004,-79.38488690000001,Sushi & BBQ on Yonge,M4Y 1Z3,23,4.0,ON,0.002419237479123007
2515,TPUBgTMzvwUKjLBXBkJfGA,toronto,43.6654152,-79.4730577,Ice Cream Junction,M6P,16,4.5,ON,0.0026439518224337373
2516,d8LRNKz3_Cc5MlEQGWZ5Ag,toronto,43.6613875,-79.33918670000001,Upper Crust,M4M 1K1,13,3.0,ON,0.0010603211087233692
2517,C6gxHfx7g0s1Y6MfDsIvog,toronto,43.6329480194,-79.5316218585,Frank's on Kipling,M8Z 5G8,3,3.5,ON,9.537130206965536e-09
2518,Bgx4hrBGA0c7fED6y9Yzkw,toronto,43.653224,-79.38032790000003,Yogen Früz,M5B 2H6,6,2.5,ON,0.000292377881409515
2519,C4sVRSWeWuXo0OtnXewsjQ,toronto,43.653381,-79.3691186,Fusaro's,M5A 4S7,70,4.0,ON,0.004040268569436665
2520,7vyH-CfCBnlCZ0XLSfKvNw,toronto,43.6657299,-79.4083092,Sobey's,M5S 1Y2,3,3.5,ON,0.00014990001362288972
2521,fYZa6ZbE64ZbFqEU55kRDw,toronto,43.670714600000004,-79.42121359999999,Sushi Gobo,M6G 3B8,13,4.0,ON,0.00144091624204402
2522,E8xez_0iwqV88w5NKxeK3A,toronto,43.73357960000001,-79.3451013,Kabuki Sushi Lounge,M3C 0H1,45,3.0,ON,0.002719042171354136
2523,Gc8xWVpbUlBYHAoOT9MTyQ,toronto,43.6462083,-79.419674,La Cubana,M6J 2Z4,159,4.0,ON,0.015616030503665643
2524,xGXzIliuZ6FgMS870UjPRw,toronto,43.7048225,-79.40570009999998,Burger Shack,M4R 1A9,86,3.5,ON,0.005632347632383953
2525,2xP6Ng5FVqIhnYgFtrQNYQ,toronto,43.6687021,-79.3055517,Pizza Pizza,M4L 1H3,8,1.5,ON,0.0001462372664842843
2526,syoWROfPlDijEmpFUVyghA,toronto,43.6535594,-79.38040490000002,Rocky Mountain Chocolate Factory,M5B 2H1,7,4.0,ON,0.0007424785002935006
2527,3G4KcScA5srgsg-fAtWs2Q,toronto,43.6651953,-79.38492420000001,Tokyo Grill,M4Y 1Z3,83,3.5,ON,0.007165329109623983
2528,yffuJ2zPFan3hB4oOQ4Chw,toronto,43.6877675,-79.4387488,Galo Do Sardinha Churrasqeira,M6E 2W1,18,4.0,ON,0.0011402920890701636
2529,o1Y1JV8khAMD3yMUZymr5g,toronto,43.6783506,-79.3901116,Doria,M4W 2L6,8,3.0,ON,0.0003400673615848353
2530,8hugGUF8V-GfUzXyqKu-QA,toronto,43.6645291,-79.3772417,Red Lion Pub,M4Y 2G8,4,3.0,ON,0.00025379553031035836
2531,7v-SzvvHU2D2V50OzJAL2Q,toronto,43.767194,-79.270336,Roll N Bowl,M1P,91,4.0,ON,0.005609757635268334
2532,C_chktl5jFeRqu1C0rmScA,toronto,43.7548373372,-79.2772015929,Kairali - Taste of Kerala,M1P 2L1,41,4.0,ON,0.000887485739217162
2533,sgj0sLFaZZUrRG0pzWnZKw,toronto,43.71430520000001,-79.400139,Fish Street Market & Open Kitchen,M4P 2J3,65,4.5,ON,0.0031028474374127342
2534,n_tB9glEtBH2oEEICPombw,toronto,43.665910499999995,-79.3810304,A La Turque,M4Y 2C9,12,2.0,ON,0.00105694216434873
2535,LnnYY4EmHGl_r1dQiqy5rw,toronto,43.6923149,-79.4408233,Pita Ikram,M6E 2X3,9,3.0,ON,5.633089714604563e-05
2536,h51mRPqkuFVk8YN2nY4Img,toronto,43.766872799999994,-79.4119567,Satay Sate,M2N 5P2,96,4.0,ON,0.00713445471352731
2537,h8VubUE91WZsoyG4etIPvg,toronto,43.6650956,-79.38483620000002,Sharetea,M4Y 1Z3,31,3.5,ON,0.0028573694698525937
2538,eZaCQPZYmETSNiHRagNu2g,toronto,43.656283200000004,-79.40245870000003,Wanda's Pie In The Sky,M5T 2M2,265,3.5,ON,0.025045708205074714
2539,XWf49CJWn1DtR3vq1goVhQ,toronto,43.654782,-79.38955,Anoush Middle Eastern Cuisine,M5T 2Z5,7,4.0,ON,0.0005590049399049893
2540,akQhnViFokmD4XMglHmIIw,toronto,43.8039201907,-79.2863821238,Uoshiki Sushi,M1V,51,3.0,ON,0.004262394540788266
2541,KcOWx9eV-It7CnIRGdd54w,toronto,43.6655905,-79.4786111,Malta Bake Shop,M6P 2A3,14,4.0,ON,0.0009347547941171868
2542,iUYJTZYnLyV2XoLcO93HZQ,toronto,43.7247752,-79.4553801,Teavana,M6A 3A1,6,3.0,ON,0.0007390686835761079
2543,0a1BBSewiusfCalA9UVEYA,toronto,43.646449,-79.4071412,Irie Food Joint,M6J 1G1,3,3.5,ON,0.00023844692699513206
2544,_DuPG5sSEwZcgfjdndQc4A,toronto,43.6551894,-79.41869,Hey Meatball,M6G,149,4.0,ON,0.018443261055182552
2545,yezPTl7telVji0nP0RnH3Q,toronto,43.65122612930001,-79.3645856157,Freshii,M5A 1L1,3,2.0,ON,0.00023964658420854993
2546,25FyskdwKZdy5ODDc2yH5g,toronto,43.670321,-79.3882739,Teavana,M4W 1A1,5,3.0,ON,0.0003280267677299725
2547,ccTA3iIHza7I4fUgVvbIeA,toronto,43.7838598,-79.2051993,Tim Hortons,M1E 4B8,4,3.0,ON,3.9779233935208674e-05
2548,IKYC89dNASgiPI6iIZj8Sw,toronto,43.6916836,-79.5319995,Lan Sushi,M9P 3B6,70,4.0,ON,0.0031025310635226094
2549,RaPuZ5wNwhYOVa7vODKNkA,toronto,43.6490516,-79.3717741,WhiteHouse Meats,M5E 1C2,3,3.5,ON,0.0003845747231416623
2550,1DtyA7pnc66hTkv64lKlzw,toronto,43.6524676,-79.43298940000003,Takht-e Tavoos,M6H 1B5,112,4.5,ON,0.009149093959994449
2551,RDInWdSjS_EByGl322ofeQ,toronto,43.7762688521,-79.5011258125,Absinthe Pub and Coffee Shop,M3J 2S5,4,3.0,ON,2.5475969103559674e-05
2552,rq-jNRnX_CL9mNq55DO17w,toronto,43.6516441,-79.3672571,Aroma Espresso Bar,M5A 1K1,19,2.5,ON,0.0010069781254344347
2553,msJmDVMEd2fOnO5GEuWsoA,toronto,43.6559734,-79.3639722,Magic Oven,M5A 1T2,28,3.0,ON,0.0015455404606019925
2554,LXUZjAAMEBKszZLL2ORISg,toronto,43.6474299,-79.386774,Artisano Bakery Café,M5H 3S6,29,3.0,ON,0.0012834294519972777
2555,rMVcz8N6y_da9VbBgVw3XA,toronto,43.61128897729999,-79.556867145,Nutella Cafe by Pusateri's,M9C 1B8,6,3.0,ON,0.0006188807001208085
2556,4MLQG9gKglkALP0EnsEMeA,toronto,43.6639221,-79.36783790000001,Young Thailand,M5A,22,3.5,ON,0.0011484017873526749
2557,0cNPtRA30eEOC8JTVEo6Uw,toronto,43.6596135,-79.43863759999998,Baked on Brock,M6H 3P1,7,5.0,ON,0.0007676720529112874
2558,S4ZfnsNo-Iim82uamtxKog,toronto,43.647620930600006,-79.4026052839,Shanghai Cowgirl,M5V 2B5,75,3.0,ON,0.011060385923424409
2559,bejxx0XrZ6Ogv-o-3InELA,toronto,43.773284473000004,-79.4140255082,Sugar Marmalade,M2N 2N1,140,3.0,ON,0.008012351973845266
2560,oMlfBJw_YQKhT-9wZCoxfw,toronto,43.6241667229,-79.4843454272,Avenue Cafe & Bistro,M8Y 3H8,20,4.0,ON,0.0008597427181901441
2561,4SfADHMfFDiiXesW84-v6Q,toronto,43.6502249,-79.3899314,Hot and Spicy,M5V 1Z6,16,2.5,ON,0.0005027910072712472
2562,ZtNhshv5ofqivOGiCslqTw,toronto,43.763229100000004,-79.41097409999998,M2M  Asian Grocery Store,M2N,22,4.0,ON,0.0031170803578442906
2563,8grTRpmD9JYRPWayoLxg0w,toronto,43.646544299999995,-79.4197141,Amaya Express,M6J 2Y7,11,3.0,ON,0.0016109878140011574
2564,4xwJkSxXwNEL4pIh2Q4soA,toronto,43.67794470000001,-79.349715,Cheese Emporium,M4K 1P1,4,3.0,ON,0.0001098159194659603
2565,uQDVjBcG6t3t-5hSQnZ4lQ,toronto,43.6329602,-79.5316268,La Tortilleria,M8Z 5G8,39,2.5,ON,0.001231603904644611
2566,MKviRVX2QxRgGS6juCEeYg,toronto,43.8071585,-79.28886340000003,Fantasy Eatery,M1V 1M3,14,3.5,ON,0.0032290859984856583
2567,GKN6OdLqCCWx_8B1KaHL1Q,toronto,43.8270043178,-79.2913137004,Lobster King Seafood Restaurant,L3R 0A1,31,3.0,ON,0.0018032692845327035
2568,CsS9WsonGYyE3vINi5bxSg,toronto,43.6645245,-79.41506679999998,Barrio Coreano,M6G 1K9,209,3.5,ON,0.01963278518930222
2569,V65Ffj_EDwOn75WcknbUdg,toronto,43.725686466999996,-79.4504406158,Amaya Express,M6A,40,2.0,ON,0.0015536141601075225
2570,QnHbzG_oP_llujHJZZ9Q9A,toronto,43.6969461304,-79.3960864001,Fionn MacCool's Irish Pub,M4S 1X8,14,3.0,ON,0.0014664976543767886
2571,a93TpkEV5oyEuyiI0CqAGw,toronto,43.6826974,-79.42088009999998,Moong Japanese Fusion Restaurant,M6C 1A5,32,4.0,ON,0.001789804360623137
2572,VyooRcWm2w3QGLYMxESbGg,toronto,43.664948646000006,-79.4542371109,2nd Nature Bakery and Cafe,M6P 3S8,6,5.0,ON,0.000931329036150165
2573,d84_mtSFHt8xgYTly2T-9A,toronto,43.6494877,-79.39174859999999,Sushi Time Japanese Restaurant,M5V 2A4,79,2.5,ON,0.005093658404622905
2574,tIXpNWE6R1yadAThbSefHw,toronto,43.8317208,-79.2663275,Wanlee Loy,M1V 5P6,14,4.0,ON,0.0020991262765141334
2575,rxDQ7nTJifil7iHSdGxxSg,toronto,43.675442600000004,-79.42310090000002,Bob Coffee,M6G 3C6,19,3.0,ON,0.0008215312188336138
2576,ycbbmpDefzsU4BPFLvRmqw,toronto,43.648235,-79.379518,Gastronomix,M5L 1G5,4,5.0,ON,4.460270419381435e-05
2577,wyP3MWt3Y1BHZbgz7QyOTw,toronto,43.669048499999995,-79.33718990000001,Janie Jones,M4M 1Z5,12,3.5,ON,0.0004604954685181913
2578,308f__iS3Qw_qhnda6IVPw,toronto,43.6505112592,-79.3714514814,Hiro Sushi Restaurant,M5A 1J4,58,3.5,ON,0.002800328811687278
2579,wpbKGlRAc41Oxh7qFXqO1A,toronto,43.636522737,-79.4236929348,Bugigattolo,M6K 1Y6,24,4.0,ON,0.0018845141105393631
2580,BTtw9tkW4fw41L4s_PasrA,toronto,43.6639823,-79.4109262,Caribbean Roti Palace,M5S 2R6,46,4.0,ON,0.003647483200017459
2581,xVHzCbDWCwmyavF5PgJRmg,toronto,43.6649906,-79.3847491,Not Just Noodles,M4Y 1Z3,134,3.5,ON,0.008359392906155465
2582,Khrvl0l9aYG_XyVJft7CVg,toronto,43.7069835,-79.3956515,B.good,M4P 3A4,9,2.5,ON,0.0001773321205098584
2583,hItwtXuDThQuf0EbffKEVA,toronto,43.663250700000006,-79.3751627,Little Bee Supermarket,M5A 3W7,9,3.0,ON,0.0002433874083724373
2584,6EbHOYY-UoCxN5Z69tPX2g,toronto,43.6525072,-79.40045759999998,Vivid,M5T 1H5,5,4.5,ON,0.0002613023513593941
2585,xHBSMycXDJJ3sB0IF6BJDw,toronto,43.660522,-79.34241159999998,Purple Penguin Cafe,M4M 1J4,56,4.0,ON,0.004107006792068667
2586,OK6xfir2LGfAK462SwU1IA,toronto,43.6529891,-79.3971598,Tim Horton,M5T 1H1,4,4.0,ON,2.8070084916454863e-05
2587,eFSX9UV5TSIbJMl7e0wpww,toronto,43.6482973,-79.3932093,Peter Street Deli,M5V 2G7,5,4.0,ON,0.00019107062397065726
2588,nSOgxiB_jd-4lhfdpBYFiA,toronto,43.741529783999994,-79.30552164550001,Gu-mi Restaurant,M1R 2X9,10,2.5,ON,0.0015647901113550267
2589,GhCbfTGJtB8Y1ZVjTzx53A,toronto,43.8068505,-79.28869499999998,CoCo Fresh Tea & Juice,M1V 4A1,82,3.5,ON,0.008439872254791701
2590,27_N5P9HZ86IviONPT_twg,toronto,43.655640999999996,-79.40991640000001,Woodlot Restaurant,M6J 2J3,244,4.0,ON,0.0257729291314012
2591,qcqDjeirxvdgW5kQVkEwSA,toronto,43.657070399999995,-79.40015279999999,The Red Room,M5T 2G8,119,3.0,ON,0.009139956159805299
2592,qaMdtiyeRQdPulEWVjr30w,toronto,43.647167937,-79.39293892239999,General Assembly Pizza,M5V 2G5,45,3.5,ON,0.00449632815867291
2593,XSiqtcVEsP6dLOL7ZA9OxA,toronto,43.6636891,-79.38419959999997,Kenzo Ramen,M4Y 1X9,82,3.5,ON,0.009864621027322275
2594,ejKXczjEkm1gzyRdblQm8w,toronto,43.6481372,-79.3956847,Fresh on Spadina,M5V 2L7,328,4.0,ON,0.025476007885414157
2595,ZbY4MnRevaWEQsJ9DB1DSA,toronto,43.669144,-79.3391627,Nature's Health Food,M4M 3G6,3,4.0,ON,0.0001596021390730183
2596,Ct5bB61mRmHUdXhqL3rm0A,toronto,43.685900200000006,-79.3118115,Danforth Sandwich,M4C 1K1,6,4.5,ON,1.8913064813959003e-05
2597,8KkyDoWrqOeZb--qUtNwjQ,toronto,43.6701726,-79.3876037,Holt Renfrew,M4W 1A1,113,3.0,ON,0.011849384023304677
2598,PwJO7Z7RL4hkBSCHsRRE7Q,toronto,43.6813999,-79.4278949,Kay Pacha,M6C 1B5,16,4.0,ON,0.0001763756613658986
2599,fWtro4avh88nckn-Mi7l1w,toronto,43.6774456,-79.44427459999999,Shunoko,M6E 1B5,21,4.0,ON,0.0023880889857914567
2600,jgVIOHi8SyAe_yG2ROL-0A,toronto,43.6794873,-79.3434874,Acropolis Pastries & Pies,M4J 1L1,8,3.5,ON,0.001222725425129937
